Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
M7YPQ7	unreviewed	M7YPQ7_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_25540	Triticum urartu (Red wild einkorn) (Crithodium urartu)	560
M7YUI0	unreviewed	M7YUI0_TRIUA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	TRIUR3_03064	Triticum urartu (Red wild einkorn) (Crithodium urartu)	667
M7YW01	unreviewed	M7YW01_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_10904	Triticum urartu (Red wild einkorn) (Crithodium urartu)	298
M7YYH8	unreviewed	M7YYH8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_24275	Triticum urartu (Red wild einkorn) (Crithodium urartu)	424
M7Z1Y2	unreviewed	M7Z1Y2_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	TRIUR3_33284	Triticum urartu (Red wild einkorn) (Crithodium urartu)	690
M7Z4Z8	unreviewed	M7Z4Z8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_08516	Triticum urartu (Red wild einkorn) (Crithodium urartu)	1098
M7Z5R6	unreviewed	M7Z5R6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_21723	Triticum urartu (Red wild einkorn) (Crithodium urartu)	804
M7Z6E4	unreviewed	M7Z6E4_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_28296	Triticum urartu (Red wild einkorn) (Crithodium urartu)	623
M7Z9A7	unreviewed	M7Z9A7_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_28663	Triticum urartu (Red wild einkorn) (Crithodium urartu)	580
M7ZC82	unreviewed	M7ZC82_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_22492	Triticum urartu (Red wild einkorn) (Crithodium urartu)	546
M7ZFI6	unreviewed	M7ZFI6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_31868	Triticum urartu (Red wild einkorn) (Crithodium urartu)	704
M7ZIC9	unreviewed	M7ZIC9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_13586	Triticum urartu (Red wild einkorn) (Crithodium urartu)	673
M7ZID3	unreviewed	M7ZID3_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_25561	Triticum urartu (Red wild einkorn) (Crithodium urartu)	430
M7ZIF3	unreviewed	M7ZIF3_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_16068	Triticum urartu (Red wild einkorn) (Crithodium urartu)	655
M7ZIW8	unreviewed	M7ZIW8_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_18052	Triticum urartu (Red wild einkorn) (Crithodium urartu)	640
M7ZNC6	unreviewed	M7ZNC6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_22277	Triticum urartu (Red wild einkorn) (Crithodium urartu)	593
M7ZPL9	unreviewed	M7ZPL9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_03927	Triticum urartu (Red wild einkorn) (Crithodium urartu)	647
M7ZUN6	unreviewed	M7ZUN6_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_05944	Triticum urartu (Red wild einkorn) (Crithodium urartu)	446
M7ZVF9	unreviewed	M7ZVF9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_25058	Triticum urartu (Red wild einkorn) (Crithodium urartu)	1209
M7ZVR9	unreviewed	M7ZVR9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_19356	Triticum urartu (Red wild einkorn) (Crithodium urartu)	556
M8A4B5	unreviewed	M8A4B5_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_23825	Triticum urartu (Red wild einkorn) (Crithodium urartu)	415
M8A4H9	unreviewed	M8A4H9_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	TRIUR3_24127	Triticum urartu (Red wild einkorn) (Crithodium urartu)	628
M8A915	unreviewed	M8A915_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_22137	Triticum urartu (Red wild einkorn) (Crithodium urartu)	756
M8ADR7	unreviewed	M8ADR7_TRIUA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	TRIUR3_15612	Triticum urartu (Red wild einkorn) (Crithodium urartu)	647
M8AJU1	unreviewed	M8AJU1_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_27598	Triticum urartu (Red wild einkorn) (Crithodium urartu)	624
M8AKE4	unreviewed	M8AKE4_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	556
M8AM72	unreviewed	M8AM72_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_10529	Triticum urartu (Red wild einkorn) (Crithodium urartu)	480
M8ARZ6	unreviewed	M8ARZ6_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	320
M8AT18	unreviewed	M8AT18_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	833
M8ATM2	unreviewed	M8ATM2_AEGTA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	735
M8ATS5	unreviewed	M8ATS5_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	430
M8AVV9	unreviewed	M8AVV9_TRIUA	4-coumarate--CoA ligase (EC 6.2.1.12)	TRIUR3_04582	Triticum urartu (Red wild einkorn) (Crithodium urartu)	503
M8B7Z5	unreviewed	M8B7Z5_AEGTA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	656
M8BDT4	unreviewed	M8BDT4_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	425
M8BDV1	unreviewed	M8BDV1_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	649
M8BDW0	unreviewed	M8BDW0_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	657
M8BDW4	unreviewed	M8BDW4_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	617
M8BJQ0	unreviewed	M8BJQ0_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	548
M8BUY6	unreviewed	M8BUY6_AEGTA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	669
M8C4D8	unreviewed	M8C4D8_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	348
M8C514	unreviewed	M8C514_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	693
M8C5J9	unreviewed	M8C5J9_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	632
M8CC47	unreviewed	M8CC47_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	496
M8CFD2	unreviewed	M8CFD2_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	712
M8CFH0	unreviewed	M8CFH0_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	619
M8CH37	unreviewed	M8CH37_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	798
M8CPJ4	unreviewed	M8CPJ4_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	1153
N1QPC6	unreviewed	N1QPC6_AEGTA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	671
N1QVP6	unreviewed	N1QVP6_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	831
N1R4S7	unreviewed	N1R4S7_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	444
N1R517	unreviewed	N1R517_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	585
O54075	reviewed	PCL_CERS4	4-coumarate--CoA ligase (4CL) (EC 6.2.1.12) (4-coumaroyl-CoA synthase)	pcl	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	411
O69140	reviewed	PCL_RHOCB	4-coumarate--CoA ligase (4CL) (EC 6.2.1.12) (4-coumaroyl-CoA synthase)	pcl RCAP_rcc01063	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	384
P42516	reviewed	PCL_HALHA	4-coumarate--CoA ligase (4CL) (EC 6.2.1.12) (4-coumaroyl-CoA synthase)	pcl	Halorhodospira halophila (Ectothiorhodospira halophila)	391
Q01KV7	unreviewed	Q01KV7_ORYSA	4-coumarate--CoA ligase (EC 6.2.1.12)	H0211A12.17	Oryza sativa (Rice)	555
Q0DMJ5	unreviewed	Q0DMJ5_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os03g0805500	Oryza sativa subsp. japonica (Rice)	593
Q0DSJ4	unreviewed	Q0DSJ4_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os03g0305100	Oryza sativa subsp. japonica (Rice)	574
Q0DVE7	unreviewed	Q0DVE7_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os03g0133600	Oryza sativa subsp. japonica (Rice)	499
Q0DVE8	unreviewed	Q0DVE8_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os03g0133500	Oryza sativa subsp. japonica (Rice)	550
Q0IPU0	unreviewed	Q0IPU0_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os12g0168700	Oryza sativa subsp. japonica (Rice)	698
Q0IUN1	unreviewed	Q0IUN1_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Os11g0147000	Oryza sativa subsp. japonica (Rice)	709
Q0IZQ6	unreviewed	Q0IZQ6_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os09g0555800 OSNPB_090555800	Oryza sativa subsp. japonica (Rice)	577
Q0JN07	unreviewed	Q0JN07_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os01g0342900 B1045F02.21 OSNPB_010342900	Oryza sativa subsp. japonica (Rice)	597
Q10AP0	unreviewed	Q10AP0_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g62850	Oryza sativa subsp. japonica (Rice)	545
Q10BT3	unreviewed	Q10BT3_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g59080	Oryza sativa subsp. japonica (Rice)	730
Q10MK9	unreviewed	Q10MK9_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g19250 Os03g0305100 OSNPB_030305100	Oryza sativa subsp. japonica (Rice)	574
Q10ML0	unreviewed	Q10ML0_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g19240	Oryza sativa subsp. japonica (Rice)	587
Q10S60	unreviewed	Q10S60_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g04120 Os03g0133500 OSNPB_030133500	Oryza sativa subsp. japonica (Rice)	550
Q259I0	unreviewed	Q259I0_ORYSA	4-coumarate--CoA ligase (EC 6.2.1.12)	H0103C06.2 H0403D02.18	Oryza sativa (Rice)	558
Q2QX58	unreviewed	Q2QX58_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os12g07110 Os12g0168700 OSNPB_120168700	Oryza sativa subsp. japonica (Rice)	698
Q41288	unreviewed	Q41288_SORBI	4-coumarate--CoA ligase (EC 6.2.1.12)		Sorghum bicolor (Sorghum) (Sorghum vulgare)	339
Q53JH3	unreviewed	Q53JH3_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os11g06880	Oryza sativa subsp. japonica (Rice)	690
Q5N6Y8	unreviewed	Q5N6Y8_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	P0035F12.27 P0551C06.8	Oryza sativa subsp. japonica (Rice)	564
Q5VS00	unreviewed	Q5VS00_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os06g0111600 P0029D06.15	Oryza sativa subsp. japonica (Rice)	986
Q5W6W7	unreviewed	Q5W6W7_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os05g0317200 OSNPB_050317200	Oryza sativa subsp. japonica (Rice)	726
Q6H5B2	unreviewed	Q6H5B2_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	P0027G10.30-1	Oryza sativa subsp. japonica (Rice)	342
Q6Q297	unreviewed	Q6Q297_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL	Zea mays (Maize)	555
Q6YUT4	unreviewed	Q6YUT4_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os02g0119200 OSNPB_020119200	Oryza sativa subsp. japonica (Rice)	571
Q6ZH42	unreviewed	Q6ZH42_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os02g0119200 OJ1217_F02.17 OSJNBb0088N06.1	Oryza sativa subsp. japonica (Rice)	571
Q75HI7	unreviewed	Q75HI7_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	OSJNBb0015I02.17	Oryza sativa subsp. japonica (Rice)	589
Q75LB3	unreviewed	Q75LB3_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g62850 Os03g0845500 OSNPB_030845500	Oryza sativa subsp. japonica (Rice)	750
Q7F8W1	unreviewed	Q7F8W1_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	OJ000315_02.12	Oryza sativa subsp. japonica (Rice)	771
Q7XQ93	unreviewed	Q7XQ93_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os04g0674700 OSNPB_040674700	Oryza sativa subsp. japonica (Rice)	558
Q8H8C8	unreviewed	Q8H8C8_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	OJ1006F06.18	Oryza sativa subsp. japonica (Rice)	561
Q8H8C9	unreviewed	Q8H8C9_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g04130	Oryza sativa subsp. japonica (Rice)	548
Q94DS1	unreviewed	Q94DS1_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	P0460E08.27	Oryza sativa subsp. japonica (Rice)	602
Q9M7S1	unreviewed	Q9M7S1_LOLPR	4-coumarate--CoA ligase (EC 6.2.1.12)		Lolium perenne (Perennial ryegrass)	557
Q9M7S2	unreviewed	Q9M7S2_LOLPR	4-coumarate--CoA ligase (EC 6.2.1.12)		Lolium perenne (Perennial ryegrass)	556
Q9M7S3	unreviewed	Q9M7S3_LOLPR	4-coumarate--CoA ligase (EC 6.2.1.12)		Lolium perenne (Perennial ryegrass)	570
Q9SNJ6	unreviewed	Q9SNJ6_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC_Os03g03790 Os03g0130100 OSNPB_030130100	Oryza sativa subsp. japonica (Rice)	578
R7W0W2	unreviewed	R7W0W2_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	1110
R7W1B7	unreviewed	R7W1B7_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	556
R7W8U0	unreviewed	R7W8U0_AEGTA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	656
R7WAD0	unreviewed	R7WAD0_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	384
R7WCC2	unreviewed	R7WCC2_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	697
R7WDZ6	unreviewed	R7WDZ6_AEGTA	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	984
R7WEX6	unreviewed	R7WEX6_AEGTA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)	633
U6A2G2	unreviewed	U6A2G2_HORVU	4-coumarate--CoA ligase (EC 6.2.1.12)		Hordeum vulgare (Barley)	553
A0A023JEA3	unreviewed	A0A023JEA3_9MONI	4-coumarate--CoA ligase 1 (EC 6.2.1.12)		Dryopteris fragrans	539
A0A059XSM2	unreviewed	A0A059XSM2_SINHE	4-coumarate-CoA ligase (EC 6.2.1.12)		Sinopodophyllum hexandrum (Himalayan may apple) (Podophyllum hexandrum)	533
A0A060UQ45	unreviewed	A0A060UQ45_9PROT	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	AFERRI_100134	Acidithiobacillus ferrivorans	453
A0A072TH15	unreviewed	A0A072TH15_MEDTR	Long-chain acyl-CoA synthetase (Putative 4-coumarate--CoA ligase (EC 6.2.1.12))	25480516 MTR_0161s0050 MtrunA17_Chr6g0471311	Medicago truncatula (Barrel medic) (Medicago tribuloides)	569
A0A084G0P0	unreviewed	A0A084G0P0_PSEDA	4-coumarate--CoA ligase (EC 6.2.1.12)	SAPIO_CDS7902	Pseudallescheria apiosperma (Scedosporium apiospermum)	187
A0A097JTN6	unreviewed	A0A097JTN6_9AGAM	4-coumarate:CoA ligase (EC 6.2.1.12)	4cl	Inonotus obliquus	649
A0A098BGJ0	unreviewed	A0A098BGJ0_9NOCA	Putative 4-coumarate--CoA ligase 3 (EC 6.2.1.12)	4CL RHRU231_350065	Rhodococcus ruber	528
A0A099JA55	unreviewed	A0A099JA55_9MICO	4-coumarate--CoA ligase (EC 6.2.1.12) (AMP-dependent synthetase)	BJ997_003496 GY21_09895	Cryobacterium roopkundense	529
A0A0A1ERE6	unreviewed	A0A0A1ERE6_ALBBR	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL4	Albuca bracteata (False sea onion) (Ornithogalum longebracteatum)	569
A0A0A1ETJ8	unreviewed	A0A0A1ETJ8_ALBBR	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL2	Albuca bracteata (False sea onion) (Ornithogalum longebracteatum)	547
A0A0A1ETK0	unreviewed	A0A0A1ETK0_ALBBR	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL8	Albuca bracteata (False sea onion) (Ornithogalum longebracteatum)	540
A0A0A1EW34	unreviewed	A0A0A1EW34_ALBBR	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL5	Albuca bracteata (False sea onion) (Ornithogalum longebracteatum)	547
A0A0B2NUG0	unreviewed	A0A0B2NUG0_GLYSO	4-coumarate--CoA ligase-like 7 (EC 1.13.12.7, EC 6.2.1.12)	glysoja_043325	Glycine soja (Wild soybean)	186
A0A0B2PC72	unreviewed	A0A0B2PC72_GLYSO	4-coumarate--CoA ligase-like 7 (EC 1.13.12.7, EC 6.2.1.12)	glysoja_037620	Glycine soja (Wild soybean)	94
A0A0B2PUC0	unreviewed	A0A0B2PUC0_GLYSO	4-coumarate--CoA ligase-like 1 (EC 6.2.1.12)	glysoja_039410	Glycine soja (Wild soybean)	553
A0A0B2QQG8	unreviewed	A0A0B2QQG8_GLYSO	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	glysoja_024898	Glycine soja (Wild soybean)	458
A0A0B2QS94	unreviewed	A0A0B2QS94_GLYSO	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	glysoja_027596	Glycine soja (Wild soybean)	427
A0A0B2RJ64	unreviewed	A0A0B2RJ64_GLYSO	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	glysoja_036180	Glycine soja (Wild soybean)	467
A0A0B2RQF2	unreviewed	A0A0B2RQF2_GLYSO	4-coumarate--CoA ligase 2 (EC 6.2.1.12)	glysoja_026140	Glycine soja (Wild soybean)	104
A0A0B4KI98	unreviewed	A0A0B4KI98_PRUAR	4-coumaroyl CoA ligase (EC 6.2.1.12)	4CL	Prunus armeniaca (Apricot) (Armeniaca vulgaris)	132
A0A0B4KIC1	unreviewed	A0A0B4KIC1_9ROSA	4-coumarate-CoA ligase (EC 6.2.1.12)	4CL	Prunus cerasus	132
A0A0B4L7M5	unreviewed	A0A0B4L7M5_9MONI	4-coumarate:CoA ligase 2 (EC 6.2.1.12)		Dryopteris fragrans	565
A0A0B4L7S2	unreviewed	A0A0B4L7S2_9MONI	4-coumarate:CoA ligase 4 (EC 6.2.1.12)		Dryopteris fragrans	550
A0A0B4L7V8	unreviewed	A0A0B4L7V8_9MONI	4-coumarate:CoA ligase 3 (EC 6.2.1.12)		Dryopteris fragrans	543
A0A0F4YLL9	unreviewed	A0A0F4YLL9_TALEM	4-coumarate--CoA ligase (EC 6.2.1.12)	T310_7529	Rasamsonia emersonii CBS 393.64	632
A0A0F8BLL7	unreviewed	A0A0F8BLL7_CERFI	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL CFO_g4349	Ceratocystis fimbriata f. sp. platani	541
A0A0G3HBM1	unreviewed	A0A0G3HBM1_9CORY	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II (EC 6.2.1.12)	CUTER_03925	Corynebacterium uterequi	518
A0A0G7ZNV2	unreviewed	A0A0G7ZNV2_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	541
A0A0G7ZNX0	unreviewed	A0A0G7ZNX0_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	559
A0A0G7ZNY1	unreviewed	A0A0G7ZNY1_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	540
A0A0G7ZP16	unreviewed	A0A0G7ZP16_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	540
A0A0H3CC82	unreviewed	A0A0H3CC82_CAUVN	4-coumarate--CoA ligase (EC 6.2.1.12)	CCNA_02483	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	496
A0A0H4LV98	unreviewed	A0A0H4LV98_LABPU	4-coumarate-CoA ligase (EC 6.2.1.12)	4cl	Lablab purpureus (Hyacinth bean) (Dolichos lablab)	168
A0A0K0K8R9	unreviewed	A0A0K0K8R9_ISATI	4-coumarate:CoA ligase (EC 6.2.1.12)	4CL3	Isatis tinctoria (Dyer's woad) (Isatis indigotica)	543
A0A0K0K9L1	unreviewed	A0A0K0K9L1_ISATI	4-coumarate:CoA ligase (EC 6.2.1.12)	4CL2	Isatis tinctoria (Dyer's woad) (Isatis indigotica)	564
A0A0K8TTE8	unreviewed	A0A0K8TTE8_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	540
A0A0K8TTF3	unreviewed	A0A0K8TTF3_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	420
A0A0K8TUL4	unreviewed	A0A0K8TUL4_PICGL	Putative 4-coumarate-CoA ligase (EC 6.2.1.12)		Picea glauca (White spruce) (Pinus glauca)	431
A0A0K9NN35	unreviewed	A0A0K9NN35_ZOSMR	4-coumarate--CoA ligase (EC 6.2.1.12)	ZOSMA_7G01830	Zostera marina (Eelgrass)	563
A0A0K9NUB0	unreviewed	A0A0K9NUB0_ZOSMR	4-coumarate--CoA ligase (EC 6.2.1.12)	ZOSMA_5G02540	Zostera marina (Eelgrass)	729
A0A0K9PE29	unreviewed	A0A0K9PE29_ZOSMR	4-coumarate--CoA ligase (EC 6.2.1.12)	ZOSMA_29G01660	Zostera marina (Eelgrass)	810
A0A0K9PM15	unreviewed	A0A0K9PM15_ZOSMR	4-coumarate--CoA ligase (EC 6.2.1.12)	ZOSMA_200G00260	Zostera marina (Eelgrass)	583
A0A0N1FTC9	unreviewed	A0A0N1FTC9_9ACTN	4-coumarate--CoA ligase (EC 6.2.1.12)	OK006_7694	Actinobacteria bacterium OK006	535
A0A0N1G251	unreviewed	A0A0N1G251_9ACTN	4-coumarate--CoA ligase (EC 6.2.1.12)	OK074_3414	Actinobacteria bacterium OK074	563
A0A0N1GHY7	unreviewed	A0A0N1GHY7_9ACTN	4-coumarate--CoA ligase (EC 6.2.1.12)	OV320_8739	Actinobacteria bacterium OV320	522
A0A0N9Y4N6	unreviewed	A0A0N9Y4N6_MYCFO	4-coumarate--CoA ligase 1 (EC 6.2.1.12) (AMP-dependent synthetase)	A5751_08345 XA26_42690	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	456
A0A0P7VQS0	unreviewed	A0A0P7VQS0_9RHOB	4-coumarate--CoA ligase (EC 6.2.1.12)	HLUCCO07_09465	Rhodobacteraceae bacterium HLUCCO07	519
A0A0P7YFJ4	unreviewed	A0A0P7YFJ4_9RHOB	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II (EC 6.2.1.12)	HLUCCO18_05950	Rhodobacteraceae bacterium HLUCCO18	515
A0A0P8BAT9	unreviewed	A0A0P8BAT9_9GAMM	4-coumarate--CoA ligase (EC 6.2.1.12)	HLUCCA13_04615	Halomonas sp. HL-48	376
A0A0U1X6L6	unreviewed	A0A0U1X6L6_FAGTA	4-coumarate-CoA ligase (EC 6.2.1.12)	4CL	Fagopyrum tataricum (Tartarian buckwheat) (Polygonum tataricum)	580
A0A0U2DCY3	unreviewed	A0A0U2DCY3_9LILI	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL1	Tulipa fosteriana	536
A0A0U5IGB7	unreviewed	A0A0U5IGB7_9GAMM	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	THIOKS12350105	Thiocapsa sp. KS1	451
A0A101D2D4	unreviewed	A0A101D2D4_9GAMM	4-coumarate--CoA ligase (EC 6.2.1.12)	XD36_1871	Halomonas sp. 54_146	377
A0A151SRT4	unreviewed	A0A151SRT4_CAJCA	4-coumarate--CoA ligase 2 (EC 6.2.1.12)	KK1_003715	Cajanus cajan (Pigeon pea) (Cajanus indicus)	603
